변환,원자료
2016-11-21,1182.30 
2016-11-22,1183.60 
2016-11-23,1175.50 
2016-11-24,1174.90 
2016-11-25,1182.40 
2016-11-28,1178.90 
2016-11-29,1170.30 
2016-11-30,1168.50 
2016-12-01,1168.00 
2016-12-02,1172.60 
2016-12-05,1170.50 
2016-12-06,1173.80 
2016-12-07,1169.50 
2016-12-08,1169.40 
2016-12-09,1159.10 
2016-12-12,1166.20 
2016-12-13,1170.20 
2016-12-14,1165.50 
2016-12-15,1168.30 
2016-12-16,1180.10 
2016-12-19,1183.40 
2016-12-20,1186.40 
2016-12-21,1191.20 
2016-12-22,1194.20 
2016-12-23,1198.00 
2016-12-26,1202.90 
2016-12-27,1199.40 
2016-12-28,1205.30 
2016-12-29,1207.60 
2016-12-30,1208.50 
2017-01-02,1208.50 
2017-01-03,1207.80 
2017-01-04,1206.20 
2017-01-05,1206.70 
2017-01-06,1191.60 
2017-01-09,1189.10 
2017-01-10,1205.50 
2017-01-11,1198.70 
2017-01-12,1196.40 
2017-01-13,1182.80 
2017-01-16,1177.70 
2017-01-17,1180.50 
2017-01-18,1180.90 
2017-01-19,1165.60 
2017-01-20,1177.10 
2017-01-23,1172.50 
2017-01-24,1166.70 
2017-01-25,1163.60 
2017-01-26,1166.20 
2017-01-31,1157.80 
2017-02-01,1165.50 
2017-02-02,1155.20 
2017-02-03,1149.20 
2017-02-06,1146.80 
2017-02-07,1137.70 
2017-02-08,1142.10 
2017-02-09,1145.40 
2017-02-10,1145.70 
2017-02-13,1151.40 
2017-02-14,1151.90 
2017-02-15,1144.50 
2017-02-16,1141.60 
2017-02-17,1138.90 
2017-02-20,1145.30 
2017-02-21,1147.60 
2017-02-22,1146.80 
2017-02-23,1140.90 
2017-02-24,1138.80 
2017-02-27,1131.00 
2017-02-28,1132.10 
2017-03-02,1132.30 
2017-03-03,1142.00 
2017-03-06,1152.70 
2017-03-07,1156.10 
2017-03-08,1151.20 
2017-03-09,1146.60 
2017-03-10,1156.10 
2017-03-13,1158.20 
2017-03-14,1147.70 
2017-03-15,1147.30 
2017-03-16,1146.30 
2017-03-17,1131.70 
2017-03-20,1131.40 
2017-03-21,1124.50 
2017-03-22,1117.50 
2017-03-23,1123.80 
2017-03-24,1120.00 
2017-03-27,1122.70 
2017-03-28,1114.20 
2017-03-29,1112.50 
2017-03-30,1114.00 
2017-03-31,1116.10 
2017-04-03,1119.30 
2017-04-04,1113.80 
2017-04-05,1118.90 
2017-04-06,1124.00 
2017-04-07,1131.00 
2017-04-10,1134.60 
2017-04-11,1141.60 
2017-04-12,1145.80 
2017-04-13,1145.20 
2017-04-14,1131.90 
2017-04-17,1138.80 
2017-04-18,1136.50 
2017-04-19,1137.90 
2017-04-20,1139.80 
2017-04-21,1141.40 
2017-04-24,1136.60 
2017-04-25,1131.70 
2017-04-26,1130.50 
2017-04-27,1125.10 
2017-04-28,1130.10 
2017-05-02,1133.40 
2017-05-04,1130.70 
2017-05-08,1132.10 
2017-05-10,1132.40 
2017-05-11,1134.50 
2017-05-12,1130.40 
2017-05-15,1126.80 
2017-05-16,1125.40 
2017-05-17,1117.70 
2017-05-18,1118.40 
2017-05-19,1125.20 
2017-05-22,1127.50 
2017-05-23,1117.10 
2017-05-24,1120.60 
2017-05-25,1126.60 
2017-05-26,1118.00 
2017-05-29,1119.50 
2017-05-30,1120.10 
2017-05-31,1123.90 
2017-06-01,1121.80 
2017-06-02,1120.40 
2017-06-05,1120.90 
2017-06-07,1118.40 
2017-06-08,1122.00 
2017-06-09,1125.00 
2017-06-12,1121.60 
2017-06-13,1126.00 
2017-06-14,1128.90 
2017-06-15,1125.60 
2017-06-16,1122.80 
2017-06-19,1133.00 
2017-06-20,1131.40 
2017-06-21,1137.00 
2017-06-22,1142.20 
2017-06-23,1140.80 
2017-06-26,1140.10 
2017-06-27,1135.20 
2017-06-28,1136.40 
2017-06-29,1141.70 
2017-06-30,1139.60 
2017-07-03,1144.00 
2017-07-04,1145.00 
2017-07-05,1149.30 
2017-07-06,1149.30 
2017-07-07,1153.50 
2017-07-10,1155.80 
2017-07-11,1149.90 
2017-07-12,1150.10 
2017-07-13,1145.60 
2017-07-14,1137.50 
2017-07-17,1136.00 
2017-07-18,1128.20 
2017-07-19,1126.30 
2017-07-20,1121.80 
2017-07-21,1124.90 
2017-07-24,1121.20 
2017-07-25,1116.10 
2017-07-26,1116.10 
2017-07-27,1120.30 
2017-07-28,1112.50 
2017-07-31,1119.10 
2017-08-01,1121.90 
2017-08-02,1118.00 
2017-08-03,1123.20 
2017-08-04,1127.60 
2017-08-07,1125.40 
2017-08-08,1127.30 
2017-08-09,1125.40 
2017-08-10,1134.70 
2017-08-11,1141.10 
2017-08-14,1146.30 
2017-08-16,1138.20 
2017-08-17,1139.60 
2017-08-18,1135.90 
2017-08-21,1142.00 
2017-08-22,1138.30 
2017-08-23,1135.60 
2017-08-24,1130.90 
2017-08-25,1127.30 
2017-08-28,1129.20 
2017-08-29,1120.40 
2017-08-30,1126.20 
2017-08-31,1122.80 
2017-09-01,1125.80 
2017-09-04,1122.70 
2017-09-05,1131.50 
2017-09-06,1131.30 
2017-09-07,1133.70 
2017-09-08,1129.60 
2017-09-11,1126.80 
2017-09-12,1129.50 
2017-09-13,1129.80 
2017-09-14,1127.50 
2017-09-15,1132.50 
2017-09-18,1133.50 
2017-09-19,1127.90 
2017-09-20,1130.00 
2017-09-21,1129.10 
2017-09-22,1132.80 
2017-09-25,1136.30 
2017-09-26,1130.70 
2017-09-27,1136.30 
2017-09-28,1139.40 
2017-09-29,1146.70 
2017-10-10,1145.70 
2017-10-11,1138.20 
2017-10-12,1135.20 
2017-10-13,1133.70 
2017-10-16,1130.80 
2017-10-17,1127.30 
2017-10-18,1131.40 
2017-10-19,1130.40 
2017-10-20,1132.30 
2017-10-23,1131.90 
2017-10-24,1131.90 
2017-10-25,1128.30 
2017-10-26,1128.30 
2017-10-27,1124.70 
2017-10-30,1130.00 
2017-10-31,1125.00 
2017-11-01,1121.20 
2017-11-02,1116.80 
2017-11-03,1113.30 
2017-11-06,1112.70 
2017-11-07,1116.70 
2017-11-08,1111.60 
2017-11-09,1114.30 
2017-11-10,1114.30 
2017-11-13,1117.20 
2017-11-14,1120.70 
2017-11-15,1118.50 
2017-11-16,1114.40 
2017-11-17,1104.10 
2017-11-20,1096.10 
2017-11-21,1098.90 
2017-11-22,1097.30 
2017-11-23,1091.30 
2017-11-24,1088.20 
2017-11-27,1085.00 
2017-11-28,1087.60 
2017-11-29,1088.30 
2017-11-30,1082.40 
2017-12-01,1085.10 
2017-12-04,1087.10 
2017-12-05,1088.30 
2017-12-06,1084.30 
2017-12-07,1091.90 
2017-12-08,1092.70 
2017-12-11,1093.40 
2017-12-12,1092.40 
2017-12-13,1090.10 
2017-12-14,1091.90 
2017-12-15,1086.70 
2017-12-18,1089.30 
2017-12-19,1089.10 
2017-12-20,1086.80 
2017-12-21,1082.90 
2017-12-22,1080.60 
2017-12-26,1079.20 
2017-12-27,1077.10 
2017-12-28,1075.20 
2017-12-29,1071.40 
2018-01-02,1071.40 
2018-01-03,1064.30 
2018-01-04,1065.40 
2018-01-05,1065.50 
2018-01-08,1062.10 
2018-01-09,1065.20 
2018-01-10,1067.10 
2018-01-11,1070.70 
2018-01-12,1071.20 
2018-01-15,1064.70 
2018-01-16,1061.30 
2018-01-17,1064.00 
2018-01-18,1065.80 
2018-01-19,1069.40 
2018-01-22,1067.30 
2018-01-23,1068.90 
2018-01-24,1069.70 
2018-01-25,1070.60 
2018-01-26,1061.70 
2018-01-29,1064.80 
2018-01-30,1064.80 
2018-01-31,1071.50 
2018-02-01,1071.00 
2018-02-02,1071.10 
2018-02-05,1076.70 
2018-02-06,1089.80 
2018-02-07,1094.30 
2018-02-08,1083.30 
2018-02-09,1087.80 
2018-02-12,1092.70 
2018-02-13,1083.40 
2018-02-14,1082.80 
2018-02-19,1079.90 
2018-02-20,1068.00 
2018-02-21,1070.30 
2018-02-22,1075.30 
2018-02-23,1082.90 
2018-02-26,1078.50 
2018-02-27,1073.70 
2018-02-28,1071.00 
2018-03-02,1081.90 
2018-03-05,1081.30 
2018-03-06,1080.50 
2018-03-07,1075.40 
2018-03-08,1068.70 
2018-03-09,1068.40 
2018-03-12,1069.20 
2018-03-13,1064.30 
2018-03-14,1065.80 
2018-03-15,1065.80 
2018-03-16,1065.80 
2018-03-19,1069.60 
2018-03-20,1071.20 
2018-03-21,1071.00 
2018-03-22,1071.40 
2018-03-23,1069.20 
2018-03-26,1080.80 
2018-03-27,1081.20 
2018-03-28,1072.20 
2018-03-29,1069.40 
2018-03-30,1066.50 
2018-04-02,1064.40 
2018-04-03,1058.10 
2018-04-04,1057.80 
2018-04-05,1057.60 
2018-04-06,1059.50 
2018-04-09,1066.00 
2018-04-10,1067.50 
2018-04-11,1067.70 
2018-04-12,1066.40 
2018-04-13,1068.70 
2018-04-16,1070.00 
2018-04-17,1073.10 
2018-04-18,1068.40 
2018-04-19,1066.50 
2018-04-20,1063.50 
2018-04-23,1067.30 
2018-04-24,1068.90 
2018-04-25,1076.90 
2018-04-26,1078.70 
2018-04-27,1079.70 
2018-04-30,1076.20 
2018-05-02,1067.50 
2018-05-03,1074.90 
2018-05-04,1076.50 
2018-05-08,1076.70 
2018-05-09,1078.20 
2018-05-10,1081.30 
2018-05-11,1075.30 
2018-05-14,1068.60 
2018-05-15,1066.60 
2018-05-16,1072.60 
2018-05-17,1078.70 
2018-05-18,1079.30 
2018-05-21,1080.00 
2018-05-23,1083.80 
2018-05-24,1078.80 
2018-05-25,1079.70 
2018-05-28,1078.70 
2018-05-29,1073.20 
2018-05-30,1076.10 
2018-05-31,1081.30 
2018-06-01,1076.40 
2018-06-04,1076.00 
2018-06-05,1070.90 
2018-06-07,1069.60 
2018-06-08,1067.90 
2018-06-11,1073.20 
2018-06-12,1073.50 
2018-06-14,1075.10 
2018-06-15,1082.50 
2018-06-18,1091.40 
2018-06-19,1104.40 
2018-06-20,1105.50 
2018-06-21,1108.00 
2018-06-22,1109.00 
2018-06-25,1108.90 
2018-06-26,1116.10 
2018-06-27,1115.20 
2018-06-28,1117.90 
2018-06-29,1121.70 
2018-07-02,1117.20 
2018-07-03,1117.40 
2018-07-04,1121.10 
2018-07-05,1115.30 
2018-07-06,1118.40 
2018-07-09,1117.80 
2018-07-10,1112.30 
2018-07-11,1113.80 
2018-07-12,1120.80 
2018-07-13,1127.80 
2018-07-16,1123.40 
2018-07-17,1128.70 
2018-07-18,1125.20 
2018-07-19,1128.90 
2018-07-20,1131.20 
2018-07-23,1134.80 
2018-07-24,1128.50 
2018-07-25,1135.20 
2018-07-26,1127.50 
2018-07-27,1119.60 
2018-07-30,1120.00 
2018-07-31,1116.70 
2018-08-01,1117.90 
2018-08-02,1119.30 
2018-08-03,1122.60 
2018-08-06,1128.10 
2018-08-07,1123.50 
2018-08-08,1125.70 
2018-08-09,1118.80 
2018-08-10,1117.90 
2018-08-13,1126.30 
2018-08-14,1133.70 
2018-08-16,1132.10 
2018-08-17,1130.70 
2018-08-20,1125.60 
2018-08-21,1121.70 
2018-08-22,1118.20 
2018-08-23,1118.70 
2018-08-24,1120.80 
2018-08-27,1121.80 
2018-08-28,1114.30 
2018-08-29,1110.00 
2018-08-30,1108.80 
2018-08-31,1108.80 
2018-09-03,1113.30 
2018-09-04,1113.50 
2018-09-05,1114.20 
2018-09-06,1117.60 
2018-09-07,1121.20 
2018-09-10,1123.10 
2018-09-11,1128.10 
2018-09-12,1126.80 
2018-09-13,1127.30 
2018-09-14,1121.20 
2018-09-17,1119.20 
2018-09-18,1126.20 
2018-09-19,1126.30 
2018-09-20,1123.00 
2018-09-21,1119.90 
2018-09-27,1116.60 
2018-09-28,1112.70 
2018-10-01,1110.20 
2018-10-02,1110.90 
2018-10-04,1116.40 
2018-10-05,1128.30 
2018-10-08,1130.70 
2018-10-10,1131.70 
2018-10-11,1132.50 
2018-10-12,1142.50 
2018-10-15,1133.30 
2018-10-16,1133.40 
2018-10-17,1128.10 
2018-10-18,1125.00 
2018-10-19,1132.60 
2018-10-22,1134.30 
2018-10-23,1130.90 
2018-10-24,1135.80 
2018-10-25,1132.20 
2018-10-26,1138.50 
2018-10-29,1140.60 
2018-10-30,1138.60 
2018-10-31,1140.60 
2018-11-01,1139.20 
2018-11-02,1138.80 
2018-11-05,1125.50 
2018-11-06,1122.70 
2018-11-07,1122.50 
2018-11-08,1120.90 
2018-11-09,1118.40 
2018-11-12,1125.70 
2018-11-13,1132.00 
2018-11-14,1135.70 
2018-11-15,1132.40 
2018-11-16,1130.30 
2018-11-19,1128.70 
2018-11-20,1127.40 
2018-11-21,1127.50 
2018-11-22,1131.30 
2018-11-23,1129.00 
2018-11-26,1130.50 
2018-11-27,1129.90 
2018-11-28,1129.70 
2018-11-29,1128.90 
2018-11-30,1121.80 
2018-12-03,1120.30 
2018-12-04,1113.70 
2018-12-05,1109.80 
2018-12-06,1113.60 
2018-12-07,1117.80 
2018-12-10,1118.20 
2018-12-11,1124.70 
2018-12-12,1129.40 
2018-12-13,1127.60 
2018-12-14,1124.00 
2018-12-17,1129.20 
2018-12-18,1131.60 
2018-12-19,1129.90 
2018-12-20,1125.10 
2018-12-21,1128.90 
2018-12-24,1123.90 
2018-12-26,1125.20 
2018-12-27,1125.60 
2018-12-28,1121.30 
2018-12-31,1118.10 
2019-01-02,1118.10 
2019-01-03,1119.00 
2019-01-04,1127.50 
2019-01-07,1125.20 
2019-01-08,1118.00 
2019-01-09,1121.70 
2019-01-10,1121.60 
2019-01-11,1118.90 
2019-01-14,1117.60 
2019-01-15,1121.40 
2019-01-16,1120.10 
2019-01-17,1122.00 
2019-01-18,1121.40 
2019-01-21,1121.30 
2019-01-22,1126.50 
2019-01-23,1130.20 
2019-01-24,1128.20 
2019-01-25,1128.00 
2019-01-28,1125.10 
2019-01-29,1116.90 
2019-01-30,1118.10 
2019-01-31,1117.20 
2019-02-01,1111.60 
2019-02-07,1116.80 
2019-02-08,1123.40 
2019-02-11,1124.50 
2019-02-12,1124.50 
2019-02-13,1124.60 
2019-02-14,1121.70 
2019-02-15,1125.00 
2019-02-18,1127.70 
2019-02-19,1124.70 
2019-02-20,1127.50 
2019-02-21,1122.60 
2019-02-22,1124.40 
2019-02-25,1125.70 
2019-02-26,1120.80 
2019-02-27,1118.30 
2019-02-28,1117.80 
2019-03-04,1119.90 
2019-03-05,1125.00 
2019-03-06,1125.80 
2019-03-07,1127.80 
2019-03-08,1128.30 
2019-03-11,1134.00 
2019-03-12,1134.50 
2019-03-13,1128.70 
2019-03-14,1131.50 
2019-03-15,1132.70 
2019-03-18,1136.10 
2019-03-19,1133.70 
2019-03-20,1130.90 
2019-03-21,1130.40 
2019-03-22,1125.80 
2019-03-25,1129.80 
2019-03-26,1134.90 
2019-03-27,1132.10 
2019-03-28,1134.70 
2019-03-29,1137.80 
2019-04-01,1136.10 
2019-04-02,1132.70 
2019-04-03,1135.80 
2019-04-04,1134.90 
2019-04-05,1135.50 
2019-04-08,1136.40 
2019-04-09,1141.40 
2019-04-10,1142.80 
2019-04-11,1141.20 
2019-04-12,1139.20 
2019-04-15,1140.50 
2019-04-16,1133.90 
2019-04-17,1135.70 
2019-04-18,1136.10 
2019-04-19,1136.20 
2019-04-22,1137.10 
2019-04-23,1140.80 
2019-04-24,1141.10 
2019-04-25,1146.90 
2019-04-26,1158.70 
2019-04-29,1159.70 
2019-04-30,1158.20 
2019-05-02,1163.80 
2019-05-03,1163.90 
2019-05-07,1169.40 
2019-05-08,1169.80 
2019-05-09,1169.90 
2019-05-10,1175.80 
2019-05-13,1178.10 
2019-05-14,1183.10 
2019-05-15,1187.00 
2019-05-16,1189.40 
2019-05-17,1189.80 
2019-05-20,1192.70 
2019-05-21,1192.90 
2019-05-22,1193.30 
2019-05-23,1194.60 
2019-05-24,1191.20 
2019-05-27,1189.60 
2019-05-28,1184.10 
2019-05-29,1187.60 
2019-05-30,1193.10 
2019-05-31,1190.00 
2019-06-03,1191.20 
2019-06-04,1183.00 
2019-06-05,1181.50 
2019-06-07,1179.80 
2019-06-10,1179.50 
2019-06-11,1184.00 
2019-06-12,1181.70 
2019-06-13,1181.70 
2019-06-14,1184.70 
2019-06-17,1184.00 
2019-06-18,1186.30 
2019-06-19,1185.00 
2019-06-20,1177.00 
2019-06-21,1167.70 
2019-06-24,1162.00 
2019-06-25,1157.90 
2019-06-26,1154.70 
2019-06-27,1158.20 
2019-06-28,1156.80 
2019-07-01,1156.40 
2019-07-02,1155.40 
2019-07-03,1164.80 
2019-07-04,1170.40 
2019-07-05,1169.20 
2019-07-08,1170.40 
2019-07-09,1178.50 
2019-07-10,1179.90 
2019-07-11,1181.40 
2019-07-12,1173.80 
2019-07-15,1177.30 
2019-07-16,1179.20 
2019-07-17,1178.50 
2019-07-18,1180.40 
2019-07-19,1179.50 
2019-07-22,1173.40 
2019-07-23,1177.60 
2019-07-24,1178.40 
2019-07-25,1178.20 
2019-07-26,1179.80 
2019-07-29,1184.20 
2019-07-30,1183.40 
2019-07-31,1182.00 
2019-08-01,1181.90 
2019-08-02,1188.50 
2019-08-05,1194.80 
2019-08-06,1211.80 
2019-08-07,1214.30 
2019-08-08,1214.50 
2019-08-09,1211.30 
2019-08-12,1209.70 
2019-08-13,1215.60 
2019-08-14,1218.90 
2019-08-16,1211.70 
2019-08-19,1213.30 
2019-08-20,1210.70 
2019-08-21,1210.20 
2019-08-22,1204.00 
2019-08-23,1205.10 
2019-08-26,1212.20 
2019-08-27,1218.20 
2019-08-28,1213.10 
2019-08-29,1213.50 
2019-08-30,1215.20 
2019-09-02,1209.60 
2019-09-03,1211.90 
2019-09-04,1215.20 
2019-09-05,1209.70 
2019-09-06,1199.60 
2019-09-09,1196.90 
2019-09-10,1192.40 
2019-09-11,1191.90 
2019-09-16,1191.40 
2019-09-17,1184.00 
2019-09-18,1188.30 
2019-09-19,1190.50 
2019-09-20,1195.10 
2019-09-23,1191.10 
2019-09-24,1193.10 
2019-09-25,1194.00 
2019-09-26,1198.30 
2019-09-27,1199.10 
2019-09-30,1201.30 
2019-10-01,1199.20 
2019-10-02,1198.20 
2019-10-04,1203.70 
2019-10-07,1197.00 
2019-10-08,1196.50 
2019-10-10,1194.70 
2019-10-11,1196.10 
2019-10-14,1189.30 
2019-10-15,1183.70 
2019-10-16,1184.10 
2019-10-17,1187.00 
2019-10-18,1186.60 
2019-10-21,1180.50 
2019-10-22,1175.40 
2019-10-23,1171.40 
2019-10-24,1173.70 
2019-10-25,1171.00 
2019-10-28,1174.20 
2019-10-29,1169.60 
2019-10-30,1166.50 
2019-10-31,1168.40 
2019-11-01,1161.70 
2019-11-04,1167.60 
2019-11-05,1160.40 
2019-11-06,1160.10 
2019-11-07,1157.50 
2019-11-08,1160.60 
2019-11-11,1156.10 
2019-11-12,1161.30 
2019-11-13,1163.50 
2019-11-14,1167.60 
2019-11-15,1170.40 
2019-11-18,1166.30 
2019-11-19,1164.50 
2019-11-20,1168.60 
2019-11-21,1170.10 
2019-11-22,1176.50 
2019-11-25,1177.80 
2019-11-26,1176.20 
2019-11-27,1174.40 
2019-11-28,1176.00 
2019-11-29,1179.30 
2019-12-02,1180.30 
2019-12-03,1180.40 
2019-12-04,1186.20 
2019-12-05,1193.70 
2019-12-06,1190.20 
2019-12-09,1189.70 
2019-12-10,1189.30 
2019-12-11,1192.00 
2019-12-12,1193.30 
2019-12-13,1188.60 
2019-12-16,1171.70 
2019-12-17,1172.90 
2019-12-18,1166.70 
2019-12-19,1165.30 
2019-12-20,1164.50 
2019-12-23,1162.60 
2019-12-24,1161.70 
2019-12-26,1163.70 
2019-12-27,1161.20 
2019-12-30,1160.90 
2019-12-31,1157.80 
2020-01-02,1157.80 
2020-01-03,1156.90 
2020-01-06,1162.70 
2020-01-07,1169.60 
2020-01-08,1165.30 
2020-01-09,1174.10 
2020-01-10,1160.00 
2020-01-13,1161.10 
2020-01-14,1155.70 
2020-01-15,1153.10 
2020-01-16,1158.80 
2020-01-17,1159.60 
2020-01-20,1158.80 
2020-01-21,1158.80 
2020-01-22,1164.70 
2020-01-23,1165.10 
2020-01-28,1167.20 
2020-01-29,1176.70 
2020-01-30,1176.00 
2020-01-31,1183.50 
2020-02-03,1187.80 
2020-02-04,1196.00 
2020-02-05,1189.40 
2020-02-06,1188.50 
2020-02-07,1181.40 
2020-02-10,1187.20 
2020-02-11,1189.80 
2020-02-12,1184.10 
2020-02-13,1179.80 
2020-02-14,1181.50 
2020-02-17,1183.50 
2020-02-18,1182.20 
2020-02-19,1188.10 
2020-02-20,1190.80 
2020-02-21,1197.00 
2020-02-24,1205.60 
2020-02-25,1217.70 
2020-02-26,1212.70 
2020-02-27,1216.80 
2020-02-28,1215.90 
2020-03-02,1215.30 
2020-03-03,1200.30 
2020-03-04,1191.40 
2020-03-05,1186.40 
2020-03-06,1185.00 
2020-03-09,1191.40 
2020-03-10,1201.40 
2020-03-11,1196.70 
2020-03-12,1192.80 
2020-03-13,1202.00 
2020-03-16,1222.20 
2020-03-17,1219.60 
2020-03-18,1241.20 
2020-03-19,1237.80 
2020-03-20,1280.10 
2020-03-23,1254.10 
2020-03-24,1274.60 
2020-03-25,1256.00 
2020-03-26,1230.70 
2020-03-27,1227.90 
2020-03-30,1212.40 
2020-03-31,1222.60 
2020-04-01,1220.00 
2020-04-02,1222.20 
2020-04-03,1237.60 
2020-04-06,1229.80 
2020-04-07,1233.40 
2020-04-08,1222.40 
2020-04-09,1219.70 
2020-04-10,1216.40 
2020-04-13,1212.30 
2020-04-14,1218.70 
2020-04-16,1216.70 
2020-04-17,1227.50 
2020-04-20,1219.30 
2020-04-21,1218.70 
2020-04-22,1231.30 
2020-04-23,1235.20 
2020-04-24,1232.00 
2020-04-27,1235.80 
2020-04-28,1230.30 
2020-04-29,1225.20 
2020-05-04,1218.50 
2020-05-06,1227.80 
2020-05-07,1223.30 
2020-05-08,1226.50 
2020-05-11,1217.70 
2020-05-12,1217.80 
2020-05-13,1226.70 
2020-05-14,1226.30 
